Ms_gene	asc1_count	asc2_count	asc3_count	asc4_count	neu1_count	neu2_count	neu3_count	neu4_count	astro1_count	astro2_count	endo1_count	endo2_count	micro1_count	micro2_count	neuron1_count	neuron2_count	oligopre1_count	oligopre2_count	oligonew1_count	oligonew2_count	oligomye1_count	oligomye2_count
A4galt	31	133	85	127	1	12	4	112	0	2	101	86	2	16	11	0	7	59	1	0	0	0
A530016L24Rik	0	0	0	0	0	0	1	0	0	1	69	60	0	1	8	0	1	0	0	0	0	8
A530032D15Rik	0	0	0	0	0	0	0	0	1	0	0	4	3	14	0	0	0	0	0	0	0	0
A530054K11Rik	7	263	386	438	92	521	215	6	1366	3170	361	404	124	82	796	1718	1661	313	1444	315	224	252
A630007B06Rik	47	335	505	608	4	2	160	3	1175	1219	1724	1640	269	78	634	1188	1617	597	969	524	178	215
A730017C20Rik	1404	1507	2834	2442	23	819	909	500	889	907	54	31	34	39	3525	2088	3972	5065	870	999	11	78
A830010M20Rik	186	1427	1641	1538	9	144	776	150	977	1069	158	137	135	87	3902	9267	2144	1252	1551	721	427	630
A830018L16Rik	5	54	36	16	0	121	228	62	11	38	16	15	9	7	951	733	51	89	8	12	15	59
A830080D01Rik	58	334	367	300	1	31	99	7	937	1531	766	746	41	25	1070	1611	1084	402	355	99	45	66
AA415398	1	83	60	52	0	167	1	87	152	104	101	92	65	44	420	409	132	111	126	33	43	60
AA467197	0	0	41	13	0	0	1	0	2	2	11	5	4	18	1	1	6	1	1	1	0	0
AA474331	0	3	6	0	1	30	48	0	128	122	17	33	42	59	64	48	90	61	65	61	5	29
AA986860	23	25	58	26	14	11	21	12	236	140	41	66	32	43	57	86	110	44	383	240	700	429
AA987161	266	253	577	732	6	204	233	63	568	592	601	621	146	34	315	407	594	339	412	151	171	150
Aaas	343	897	1432	1714	24	41	951	14	522	553	607	613	464	471	782	573	776	895	397	349	312	231
Aacs	682	1790	2230	2285	28	414	1146	366	6683	7425	570	533	1569	1481	4303	3520	2218	3948	9834	11080	17553	14452
Aadat	0	10	2	0	0	0	0	0	15	15	0	0	0	0	45	18	13	20	0	5	0	0
Aagab	905	1758	2798	3347	348	3299	1846	1395	1222	1409	1867	1886	7248	6177	2023	2139	2281	2346	2086	2445	2005	1911
Aak1	22	666	733	790	91	845	909	183	6908	6525	4060	3628	1705	950	11585	13533	6497	4586	3681	3374	468	1074
Aamp	4297	4362	6380	7104	3352	4851	2461	1411	5076	4883	6976	6647	9550	10634	7356	6045	5427	8420	6137	8043	7277	6642
Aanat	0	0	0	0	0	0	0	0	3	3	0	0	3	1	13	8	0	0	0	0	0	0
Aard	0	43	71	38	0	1	25	0	75	195	14	17	2	3	84	123	303	451	125	201	43	27
Aars	1567	2102	2970	4123	41	1978	2014	1146	5397	6309	4100	3802	10691	10428	8296	10210	7518	11241	6800	9376	5500	5779
Aars2	2	95	92	46	1	3	134	4	639	586	366	381	352	406	728	614	672	998	360	609	368	395
Aarsd1	1971	1469	2169	3015	602	899	710	718	646	785	1197	1212	928	892	1923	1559	1445	2196	890	1311	775	855
Aasdh	92	320	615	382	3	65	220	42	1211	1142	175	209	164	190	610	725	960	486	493	271	52	104
Aasdhppt	1116	1660	1831	2440	918	385	374	485	933	1222	1324	1348	169	148	1248	1186	1201	790	1318	711	561	563
Aass	162	406	358	1113	1	188	67	70	982	770	24	11	21	12	13	36	227	46	3	2	16	43
Aatf	108	392	318	184	5	484	71	9	747	694	442	451	594	451	1676	2289	894	846	880	859	336	416
Aatk	531	217	445	258	14	1183	124	259	4142	2761	110	107	1150	1640	7815	5146	3665	5480	54461	40636	47767	43108
AB124611	67	140	79	192	5	5	4	4	72	34	5	18	710	548	6	6	38	3	18	7	6	15
Abat	719	2137	2956	4070	90	2205	2003	730	16036	14325	741	608	581	420	14404	18490	11013	7801	13572	13685	5066	6151
Abca1	1196	2116	1531	2115	233	3142	677	656	38748	42539	35442	30455	5829	2956	1512	2695	12180	6704	4004	2930	45	244
Abca12	29	29	24	30	37	10	36	35	2	13	0	0	0	0	0	6	2	0	0	0	0	1
Abca13	0	10	0	0	0	0	0	0	11	13	1	0	33	13	8	24	15	1	1	0	2	0
Abca2	2230	1670	2943	2106	1218	2611	2167	736	10497	8279	1194	1037	2708	3055	9612	9377	7862	10138	53223	51573	71859	63750
Abca3	148	855	764	1082	116	909	777	279	8837	7792	4735	3904	5330	5139	7412	7163	8085	10831	5083	6650	2391	2364
Abca4	0	19	14	27	1	91	9	1	49	21	1236	1173	15	11	107	72	12	7	1	5	1	10
Abca5	334	314	326	278	105	523	322	183	1153	1259	309	320	14	51	3781	4003	2681	1303	1513	734	266	355
Abca6	149	191	358	780	2	0	1	3	22	13	2	0	2	8	15	25	927	996	214	110	8	40
Abca7	3	118	70	45	3	188	157	21	1113	1011	2044	1723	1876	2090	2676	2505	1726	2072	2034	3000	659	687
Abca8b	65	136	307	280	1	217	97	92	891	897	37	25	6	5	751	1213	2189	1084	500	192	108	170
Abca9	248	262	183	631	56	975	248	244	41	120	215	177	9666	5913	95	81	2878	1526	85	50	54	141
Abcb10	726	303	397	416	11	780	454	186	1426	1371	1054	855	524	471	1299	1212	1231	1403	3082	3012	4041	4022
Abcb1a	29	206	124	207	298	1004	851	293	333	278	46168	39678	2	77	86	46	185	40	12	9	14	30
Abcb1b	65	101	81	78	4	164	200	53	311	283	42	32	794	435	90	123	538	426	132	48	32	26
Abcb4	2	59	16	73	2	5	105	120	265	226	5	9	1378	1042	85	116	2525	2067	546	344	53	69
Abcb6	85	95	182	126	0	443	455	173	495	480	818	704	950	960	2000	1786	1087	1699	985	1327	621	524
Abcb7	134	744	984	1235	58	332	444	287	859	1403	2014	1684	384	256	1071	1368	3531	1677	2176	705	575	533
Abcb8	1245	2197	2834	3205	57	2241	1763	545	2518	2195	1345	1096	1352	1320	2024	1510	2399	3507	2608	2875	2632	2461
Abcb9	1067	1087	1271	1987	692	356	157	237	3435	2653	186	149	381	470	1019	650	378	379	201	315	414	507
Abcc1	215	567	499	917	6	338	313	66	1671	1810	545	549	3937	2827	1569	2670	3161	2960	2775	3330	1661	1548
Abcc10	206	137	98	151	6	29	19	12	1697	1334	355	353	587	408	827	571	1061	847	1100	909	331	345
Abcc2	0	0	0	0	0	0	0	1	2	7	2	7	0	0	4	0	3	4	2	4	0	0
Abcc3	1	35	29	86	5	668	215	110	7	18	54	52	13805	15597	8	23	637	313	20	40	27	52
Abcc4	35	94	90	128	22	336	306	24	1406	1317	12975	11720	408	338	116	118	970	992	671	855	51	90
Abcc5	692	1897	2407	2231	131	131	1199	407	10814	10206	2921	2956	4410	2989	8145	8142	11293	6220	7893	5693	1485	2013
Abcc6	133	10	0	0	0	0	10	1	45	19	5530	4956	0	37	87	50	8	8	7	0	1	15
Abcc8	126	190	248	63	2	170	377	102	4	6	4	6	41	66	1696	1857	18	23	1	1	8	49
Abcc9	458	391	267	371	27	66	444	50	222	222	4699	5250	1	44	145	74	288	82	6	10	5	7
Abcd1	208	353	902	838	57	33	277	743	840	747	877	799	5780	7599	879	467	1258	1142	1166	1217	1136	994
Abcd2	391	1137	1649	2341	1769	463	1423	425	6697	5850	117	97	615	234	292	673	882	252	50	5	44	137
Abcd3	1495	2953	2804	4058	1203	2846	2631	684	8159	9523	3054	2949	1064	791	2636	3750	8203	6334	9734	7837	3806	3972
Abcd4	511	319	604	701	3	363	288	161	1946	1670	1318	1022	614	477	789	812	1463	1527	1609	1344	2171	1963
Abce1	1240	1944	2759	3813	32	1777	1669	543	4781	5569	4093	4314	1081	633	2991	4165	6624	3669	6246	3240	1387	1344
Abcf1	512	2517	3408	3699	26	152	931	433	2513	2443	4484	3881	4604	3252	3244	3438	3171	3220	3415	2785	2638	2609
Abcf2	1343	1976	2725	4082	40	1531	1322	428	2298	2176	3423	3298	3464	3155	1287	1926	2438	3874	1911	2658	1802	1407
Abcf3	729	1911	3100	3699	68	1878	1277	659	2486	2451	2134	2117	2316	2513	2289	3042	2606	3551	2063	2610	1939	1563
Abcg1	3256	3381	5328	3982	2822	9996	10316	4915	32	86	4578	4145	6062	4679	2454	2219	5992	6568	2477	2637	3314	2854
Abcg2	326	585	641	553	665	1772	630	411	140	230	18023	17789	1649	1071	252	292	1841	1921	606	593	175	263
Abcg3	0	1	1	1	0	0	0	0	1	0	8	2	77	30	0	0	9	4	0	0	0	0
Abcg4	11	241	207	363	9	707	648	7	1557	1313	15	13	38	92	3675	2651	1842	2209	712	813	202	285
Abcg5	0	0	0	0	0	0	0	0	3	1	1	0	0	0	40	11	0	0	0	0	0	0
Abhd10	88	574	872	1036	483	523	304	127	937	871	398	410	215	105	842	718	623	400	425	254	139	150
Abhd11	1636	1425	1575	1746	560	1032	891	194	2487	1949	589	595	752	685	2227	2034	1001	1320	827	1119	740	943
Abhd12	1347	638	679	1024	895	3403	1759	866	9423	8781	2309	2438	46125	49089	4976	4502	14986	21801	10695	16561	7353	7762
Abhd12b	20	6	17	24	12	15	15	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Abhd13	50	306	448	232	37	1082	483	206	2061	2327	1601	1594	622	369	1835	1711	2493	1989	1502	1385	437	544
Abhd14a	1265	1659	1932	2553	13	1216	614	356	370	356	168	185	105	100	494	422	354	526	523	581	639	624
Abhd14b	660	320	388	543	9	330	204	6	792	414	221	210	54	45	766	479	74	56	223	134	110	214
Abhd15	0	32	3	32	133	0	59	1	124	136	109	102	1885	2413	8	20	139	60	13	32	54	15
Abhd16a	666	1090	1140	1264	579	1726	2314	692	2290	2275	2944	2887	2998	3370	3715	2727	2490	4210	3120	4066	3159	3317
Abhd2	165	124	142	201	22	75	156	187	2262	3020	21165	17413	823	747	3284	2778	15366	18953	4071	5359	451	1050
Abhd3	1670	1003	1734	1845	742	3414	3002	1610	9799	8094	96	112	254	187	463	589	3961	2940	4115	3304	1869	2139
Abhd4	5542	7196	10223	13956	1095	4513	2899	2331	6783	10648	3677	3651	5503	6294	1323	1205	8796	13131	13091	18048	25610	21485
Abhd5	723	519	813	712	20	1203	367	266	1164	1118	3938	4023	1277	1034	1323	1430	1774	2052	2779	2672	3336	3205
Abhd6	1022	1684	2201	3261	646	3344	3437	1115	2211	1821	2301	2109	616	708	517	465	1284	1456	928	755	796	668
Abhd8	87	102	182	170	63	314	89	169	2087	1914	1299	1464	2004	3085	5332	4289	2049	4489	582	1003	860	2339
Abi1	235	1783	2133	2489	2479	564	1356	1153	5677	5941	8863	8646	3047	1937	5361	3872	4419	2984	4291	3798	655	971
Abi2	2048	3454	3720	4859	3729	5008	6186	1927	3190	4154	2250	2170	639	354	8749	7446	9597	5802	7064	4112	2283	2840
Abi3	3	12	11	34	1394	1607	577	698	6	7	158	160	9892	12245	5	6	638	295	17	41	56	89
Abi3bp	0	5	6	4	5	5	4	7	35	31	21	16	8	6	31	25	20	7	3	5	0	0
Abl1	265	688	878	959	26	859	516	60	3934	4035	6805	6145	11917	11948	3732	2854	4884	5909	11815	12364	9132	9445
Abl2	17	435	497	454	12	282	531	216	4074	4454	4624	4039	8987	3854	2815	3540	3050	2787	2133	2465	510	682
Ablim1	294	464	382	512	680	754	2043	482	1625	1351	42338	37868	186	265	10462	18419	238	192	26	40	41	218
Ablim2	170	117	314	222	4	1124	376	295	88	35	36	20	203	297	1850	1481	142	240	7462	6586	4342	4000
Ablim3	2	152	141	165	2	70	256	2	13	36	538	487	61	75	6134	5069	346	428	73	80	27	78
Abr	33	366	658	802	1180	2606	2088	1072	24430	18429	2576	2212	6279	5001	11249	9446	8657	9103	10182	11822	2685	4620
Abt1	460	687	838	980	17	464	132	97	820	978	1186	1146	735	437	1199	995	773	1020	376	538	211	352
Abtb1	298	891	1373	1434	1248	311	107	33	836	929	893	1017	2297	2434	1439	1081	936	1056	702	699	926	886
Abtb2	205	132	202	317	8	408	142	65	4516	5293	178	152	185	136	1529	1838	10017	15358	16033	26564	5164	5940
Acaa1a	355	213	315	375	145	423	41	115	1972	1862	1971	2053	2506	2784	1159	948	2232	4124	3195	5076	3904	4314
Acaa1b	42	2	5	8	1	0	17	0	112	118	88	94	133	166	422	291	59	98	84	74	109	85
Acaa2	1861	1665	2327	2823	92	306	2072	563	3373	2973	4489	4548	1369	1753	368	371	678	525	86	82	290	326
Acaca	340	341	424	546	10	240	334	73	3347	3385	556	409	389	306	1127	2193	2056	2272	3440	3239	4449	4840
Acacb	1	45	30	102	3	10	158	3	147	126	1530	1267	18	27	54	45	187	201	247	437	20	45
Acad10	1	74	136	193	32	31	82	0	308	236	491	439	199	249	107	48	126	179	234	252	143	112
Acad11	15	636	1084	1445	453	147	180	22	1968	1737	1410	1322	677	573	369	736	1680	1827	1340	1234	1095	1119
Acad12	116	115	155	211	1	5	202	36	122	68	242	235	226	401	35	24	73	101	118	199	177	181
Acad8	382	1124	1653	2881	10	795	583	356	1556	1353	1052	1048	849	670	1158	1069	1671	1444	1275	1233	798	923
Acad9	710	690	370	674	134	1092	378	277	1811	2059	1758	1841	436	323	1262	1799	2535	2698	1777	1683	918	1008
Acadl	166	514	658	741	379	647	441	205	4984	5812	6675	6313	1688	924	521	709	1651	1398	889	884	783	854
Acadm	1067	1184	1882	2193	7	673	1237	675	2732	2620	2482	2295	1175	619	762	1156	2205	1582	1806	1308	743	979
Acads	333	178	352	276	577	164	2	161	1049	1068	2062	2048	5227	7057	178	145	1022	1441	573	955	386	398
Acadsb	478	2238	3466	4163	21	1826	1231	194	2619	3087	3221	3172	815	545	2564	2745	3812	2445	1665	1032	587	535
Acadvl	1664	4293	5297	6338	246	1870	2176	1012	5083	4454	5548	5304	4245	4258	2139	2283	3643	4661	3088	3842	3062	2603
Acan	0	12	24	21	0	34	41	0	25	77	2	9	0	0	164	302	3120	4258	711	985	0	10
Acap1	0	8	1	3	0	0	1	1	7	3	162	137	65	78	28	29	10	6	24	7	2	3
Acap2	386	571	811	968	20	819	871	42	6686	6998	4253	3788	4474	2540	4169	4092	6487	2721	7170	2675	3725	3592
Acap3	57	334	490	308	9	366	84	100	3658	2820	2225	2165	1501	1540	7088	6798	18739	24027	13278	22102	3903	5162
Acat1	5692	4437	7236	7765	454	2350	1831	1034	2501	2560	3336	3435	1964	1267	5400	5341	4951	5880	4315	4107	1999	2266
Acat2	2512	2454	4291	4468	1119	2027	1181	521	3920	5032	450	395	502	466	2253	2455	2264	2663	5782	6311	6058	6450
Acat3	144	116	232	272	0	21	107	15	874	839	49	36	56	39	290	279	308	431	834	689	725	686
Acbd3	296	419	412	581	653	262	214	96	2212	2676	2922	2840	1883	827	1858	1992	2551	1444	2581	1678	646	778
Acbd4	1	161	170	289	1	417	244	0	577	498	595	667	291	340	894	1002	598	991	178	236	150	193
Acbd5	1345	1124	1766	2047	768	415	443	740	3563	4296	3134	2842	379	209	2914	3816	4240	1487	4997	1467	1339	1254
Acbd6	305	161	215	194	13	289	180	42	641	686	1676	1688	1110	1106	1852	1435	1515	2012	1267	1671	1072	1092
Acbd7	156	55	48	112	1	0	43	0	5	0	0	2	0	0	20	32	8	0	5	0	0	0
Accs	3	105	353	238	217	201	11	22	328	324	183	189	1150	1109	253	173	650	580	178	208	31	37
Accsl	0	8	18	0	0	0	0	0	2	1	0	0	0	0	31	28	6	15	28	26	14	4
Acd	956	2403	3019	3076	878	779	662	220	1231	1274	1510	1434	1241	1218	2453	2327	1345	1952	973	1132	734	718
Ace	3	15	37	32	0	0	311	1	227	98	1164	1021	235	241	956	649	821	1303	242	378	42	38
Ace2	391	318	479	345	173	406	258	70	20	10	698	1057	2	9	1	0	86	22	1	0	5	2
Acer1	24	10	13	22	18	28	33	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer2	5	163	56	99	228	99	2	113	56	21	3898	3533	85	161	28	19	88	55	30	19	38	32
Acer3	268	204	204	271	444	704	345	71	1481	1571	491	471	1411	961	480	518	1022	532	938	459	256	277
Ache	4	33	29	10	0	7	212	75	58	88	93	85	379	390	17747	15521	2629	3322	560	747	43	118
Acin1	97	1565	2056	2552	16	710	505	402	9124	8157	6937	6239	5392	4051	7302	7351	7604	6372	5241	5044	1723	1862
Acly	1861	3955	5999	7801	838	2640	2697	1204	12857	14054	8339	7363	9172	8361	16744	16499	8688	9875	23469	22130	21833	21650
Acmsd	0	0	1	0	0	0	0	0	3	0	10	1	0	0	16	53	11	19	23	7	1	2
Acn9	561	333	585	479	201	294	120	121	103	129	132	91	20	20	127	135	194	62	86	52	60	29
Aco1	433	1480	2345	3118	1576	1772	747	534	6261	5924	4368	4560	2609	2513	2138	2161	5304	7221	5169	5984	3211	2918
Aco2	3951	5581	8707	10191	690	6411	7918	3743	9772	8329	9448	9581	6316	5775	10149	9594	11055	16535	13410	15436	13899	13741
Acot1	114	120	190	238	5	196	203	7	4682	7445	853	752	124	107	621	688	1994	3361	1072	1573	1443	1479
Acot10	446	158	298	217	4	62	85	55	96	103	1084	1036	160	74	222	206	94	116	40	45	25	57
Acot11	88	954	1024	2667	160	633	875	573	3862	2234	4	3	121	108	303	375	1006	535	78	81	128	337
Acot12	0	11	20	0	0	0	0	0	76	78	0	0	10	0	10	28	64	23	3	9	0	7
Acot13	1558	1918	2482	2696	1450	2933	1726	930	586	534	881	902	736	596	675	672	723	861	849	742	945	995
Acot2	2850	1584	1895	2314	148	1783	1020	640	717	934	934	822	359	147	245	136	663	711	287	226	240	260
Acot3	0	0	0	19	9	0	49	2	1	2	0	0	1	2	14	15	13	4	4	0	1	2
Acot4	0	6	8	12	0	0	0	0	23	13	1	1	33	2	83	21	65	90	9	24	3	1
Acot5	0	5	0	0	0	3	0	0	1	6	0	1	0	3	5	0	3	3	0	2	1	8
Acot6	35	2	9	12	0	0	3	6	161	128	7	19	37	28	85	86	188	97	241	147	284	264
Acot7	4361	2854	4964	3842	1049	4781	3107	2407	675	839	1609	1516	699	788	11655	8672	1326	2322	6267	7435	21170	18797
Acot8	787	419	462	535	3	571	214	294	554	577	518	551	414	618	607	332	456	565	472	605	443	507
Acot9	779	314	512	409	5	152	179	119	254	235	2447	2338	291	124	546	457	274	214	125	65	62	116
Acox1	1893	4819	6207	9175	797	3877	3689	1632	11236	14007	19762	17335	3769	3311	8076	9701	16408	17953	20155	22561	6323	7727
Acox2	0	2	10	19	0	0	0	0	18	22	0	0	0	0	0	11	0	0	0	0	0	0
Acox3	15	214	536	670	224	859	531	11	1581	1556	2199	1962	6692	5528	1111	1023	1756	1903	1365	1349	1424	1393
Acoxl	0	0	0	0	0	0	0	0	1	0	5	9	4	8	5	11	0	0	1	0	0	1
Acp1	1471	1206	1403	1905	465	1050	480	88	82	90	88	93	34	0	100	103	168	118	90	60	33	44
Acp2	1165	2225	2828	3812	496	2276	2321	1421	4182	3571	1825	1745	6741	5485	2521	2846	4885	5239	2831	2591	1103	1224
Acp5	2	9	10	5	4	3	3	15	10	11	1210	1113	1754	1276	5	2	13	6	0	0	0	2
Acp6	180	373	588	746	17	293	206	56	1419	1416	721	702	1039	1030	259	236	1654	1885	995	972	466	529
Acpp	13	6	15	17	12	9	23	21	7	3	4	1	9	0	27	28	6	0	0	2	0	0
Acpt	0	3	2	1	0	0	0	0	2	0	0	1	2	2	15	3	0	0	2	5	0	0
Acr	0	8	4	11	0	0	16	0	42	28	65	31	6	0	248	178	19	30	13	25	0	4
Acrbp	1	163	172	120	0	2	0	1	385	356	52	38	177	74	398	235	351	106	169	102	32	43
Acsbg1	5199	11654	14030	20814	2673	7260	6118	4230	37105	31927	197	186	1101	916	1100	2497	6531	4823	458	612	1045	2374
Acsbg2	0	16	38	9	0	0	0	0	23	4	0	3	0	0	0	1	0	0	0	0	0	0
Acsf2	75	165	164	280	13	55	92	10	2587	2425	458	449	231	290	152	191	219	115	18	7	50	69
Acsf3	63	402	702	945	510	72	196	70	631	583	525	583	353	460	832	634	508	762	477	635	257	348
Acsl1	204	537	971	519	36	405	1350	514	188	173	4663	4241	1587	1194	1500	1686	997	857	10840	7637	6953	8102
Acsl3	2462	3289	2760	6050	1673	5069	3323	1260	16354	11327	6306	5862	341	237	5258	8758	8886	6003	35604	16558	9948	11019
Acsl4	1536	670	767	840	305	4637	4626	1460	2212	2751	1247	1018	934	433	3903	4211	2070	1052	1392	684	360	409
Acsl5	22	134	265	220	31	406	508	159	337	294	4294	4468	3813	2561	721	687	2654	3056	770	920	106	169
